0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary
710,EMP0000711,Erica Hernandez,Operations,Operations Executive,2014-06-24,"Hernandezfort, Sao Tome and Principe",5,11,Active,Remote,1187511
711,EMP0000712,Gary Alexander,IT,DevOps Engineer,2021-01-17,"New Angelaside, Poland",1,4,Resigned,Remote,787974
712,EMP0000713,Patricia Thompson,Marketing,SEO Specialist,2017-12-18,"Nguyenberg, Cayman Islands",4,7,Active,On-site,635372
713,EMP0000714,Kevin Rodriguez,R&D,Research Scientist,2019-01-07,"Rhondaport, Azerbaijan",3,6,Resigned,On-site,493677
714,EMP0000715,Savannah Bradley,Operations,Logistics Coordinator,2017-06-21,"Rojastown, Samoa",1,8,Active,Remote,712277
715,EMP0000716,Vicki Orozco,Operations,Supply Chain Manager,2019-07-03,"West Brandon, Chile",4,6,Active,Remote,657808
716,EMP0000717,Angela Allen,IT,Data Analyst,2021-11-05,"Jonesmouth, Isle of Man",1,3,Active,On-site,1196552
717,EMP0000718,Kaitlin Smith,IT,Software Engineer,2023-03-09,"East Carolineton, Slovakia (Slovak Republic)",4,2,Active,Remote,1658565
718,EMP0000719,Nicholas Hutchinson,Operations,Logistics Coordinator,2023-04-03,"Davisview, Fiji",4,2,Active,On-site,529086
719,EMP0000720,Matthew Jones,IT,DevOps Engineer,2020-08-23,"Davidview, Guinea",2,4,Active,Remote,842706
720,EMP0000721,Jessica Young,IT,Software Engineer,2016-07-07,"Lake Brianhaven, Northern Mariana Islands",5,9,Active,Remote,1372823
721,EMP0000722,Karen Payne,Finance,Financial Analyst,2018-08-02,"Lake Steven, Malaysia",5,7,Terminated,On-site,868053
722,EMP0000723,Donna Sandoval,IT,Software Engineer,2019-01-27,"Parkerville, Andorra",1,6,Active,On-site,819973
723,EMP0000724,Donald Flowers,Sales,Sales Executive,2024-01-23,"New Christinestad, Burkina Faso",1,1,Active,On-site,883534
724,EMP0000725,Dawn Hughes,IT,Software Engineer,2017-06-10,"West Andrea, Hong Kong",5,8,Active,On-site,860765
725,EMP0000726,Trevor Norris,IT,Software Engineer,2021-08-31,"South Dawnbury, Swaziland",2,3,Active,Remote,1683630
726,EMP0000727,Deborah Chavez,Sales,Business Development Manager,2024-05-07,"West Sandyshire, Bulgaria",5,1,Active,On-site,1388431
727,EMP0000728,Christopher Hurst,Sales,Sales Executive,2020-08-23,"Savageview, North Macedonia",1,4,Active,Remote,555478
728,EMP0000729,Charles Ferguson,Operations,Operations Executive,2019-04-29,"Adamsbury, Montenegro",5,6,Active,On-site,1078273
729,EMP0000730,Kenneth Johnson,Sales,Account Manager,2019-10-14,"Janetside, Guyana",2,5,Active,Remote,927193
730,EMP0000731,Claudia Thomas,IT,Software Engineer,2025-06-26,"Catherineville, Bouvet Island (Bouvetoya)",5,0,Active,Remote,897364
731,EMP0000732,Catherine Hudson,Sales,Sales Executive,2018-03-17,"Ricktown, Colombia",4,7,Active,Remote,724511
732,EMP0000733,Colin Gonzalez,Sales,Sales Executive,2014-12-09,"East Dorothy, Mauritania",2,10,Retired,Remote,709879
733,EMP0000734,Ralph Frederick,IT,IT Manager,2024-01-28,"North Joseph, Czech Republic",3,1,Active,Remote,1652994
734,EMP0000735,Kristen Anderson,Marketing,SEO Specialist,2024-04-01,"Smithshire, Latvia",2,1,Resigned,On-site,600134
735,EMP0000736,Brenda Brewer DDS,Sales,Sales Executive,2022-01-03,"New Kennethstad, Saudi Arabia",5,3,Retired,Remote,566744
736,EMP0000737,Ronnie Bell,Finance,Financial Analyst,2017-10-31,"West Zacharyburgh, Cameroon",5,7,Active,On-site,676453
737,EMP0000738,Brittany Edwards,Finance,Finance Manager,2018-07-02,"Port Anthonybury, British Virgin Islands",5,7,Active,Remote,2320289
738,EMP0000739,Brandon Lee,Finance,Accountant,2014-07-26,"Freemanchester, Kazakhstan",1,11,Resigned,On-site,557316
739,EMP0000740,Marvin Nguyen,Sales,Account Manager,2022-09-06,"Yeseniafurt, Bahamas",2,2,Active,On-site,972474
740,EMP0000741,Ashley Cameron,Sales,Sales Executive,2021-04-20,"West Nicolestad, Dominican Republic",2,4,Terminated,Remote,584979
741,EMP0000742,John Mack,IT,Software Engineer,2019-03-09,"Franklinfort, Croatia",3,6,Resigned,On-site,1587697
742,EMP0000743,Emma Strickland,Marketing,Marketing Executive,2018-12-17,"Vasquezland, Italy",2,6,Active,On-site,1173260
743,EMP0000744,Susan Morales,Sales,Sales Executive,2021-07-21,"Lambertborough, Greece",5,4,Active,On-site,547374
744,EMP0000745,Michael Mckinney,IT,Software Engineer,2022-10-13,"Scottton, Lebanon",1,2,Active,Remote,951632
745,EMP0000746,Elizabeth Brown,Marketing,Marketing Executive,2018-05-19,"Jacobsonshire, United Arab Emirates",1,7,Active,On-site,604064
746,EMP0000747,Crystal Hutchinson,HR,HR Executive,2022-05-30,"Clintonland, Swaziland",4,3,Active,On-site,516143
747,EMP0000748,Emily Crawford,Operations,Supply Chain Manager,2016-03-29,"Weaverbury, Anguilla",5,9,Active,On-site,922013
748,EMP0000749,Justin Roach,Finance,Financial Analyst,2022-01-27,"New Christinaview, Austria",3,3,Active,On-site,1405607
749,EMP0000750,Ashley Wright,Sales,Sales Executive,2023-05-17,"Port Codymouth, Sudan",4,2,Retired,Remote,525655
750,EMP0000751,Krystal Franklin,Operations,Operations Executive,2022-08-23,"Charlestown, Cuba",4,2,Active,On-site,706948
751,EMP0000752,Jill Wall,Marketing,Marketing Executive,2015-09-11,"Morganborough, Benin",5,9,Terminated,On-site,844320
752,EMP0000753,Kimberly Mccoy,Operations,Operations Executive,2019-05-12,"Matthewland, Micronesia",5,6,Active,On-site,437275
753,EMP0000754,Elizabeth Jones,IT,Software Engineer,2024-12-15,"West Kristen, Congo",5,0,Active,On-site,1288316
754,EMP0000755,Eduardo Rodriguez,Sales,Business Development Manager,2025-02-20,"Millston, Jordan",5,0,Active,On-site,729649
755,EMP0000756,Ruben Jensen,Marketing,Marketing Executive,2025-07-18,"Fletcherview, Ukraine",4,0,Resigned,On-site,617699
756,EMP0000757,Kimberly Carter,Finance,Accountant,2022-01-05,"New Danielport, Costa Rica",1,3,Active,On-site,814819
757,EMP0000758,Jason Mccarthy,IT,Software Engineer,2018-11-30,"East Ashley, Spain",3,6,Active,Remote,1530381
758,EMP0000759,Robert Brown,Operations,Logistics Coordinator,2016-12-23,"Bonillaberg, Sweden",3,8,Active,Remote,483374
759,EMP0000760,Isaac Campbell,Sales,Sales Director,2011-09-21,"Port Morganhaven, Latvia",2,13,Resigned,On-site,1094293
760,EMP0000761,Jennifer Sullivan,Sales,Sales Executive,2017-04-14,"East Jasmine, Sri Lanka",5,8,Active,On-site,573355
761,EMP0000762,Pam Wells,IT,Software Engineer,2015-03-10,"Simpsonburgh, Anguilla",1,10,Resigned,On-site,1083765
762,EMP0000763,Christine Keller,Marketing,Marketing Executive,2019-07-26,"North Joseborough, Germany",3,6,Active,On-site,474627
763,EMP0000764,William Gray,Marketing,Content Strategist,2020-08-16,"Wardmouth, Oman",5,4,Active,On-site,740249
764,EMP0000765,Timothy Freeman,Marketing,SEO Specialist,2015-11-19,"Oconnorfort, Azerbaijan",1,9,Active,On-site,902827
765,EMP0000766,Miss Susan Gay MD,Operations,Operations Executive,2019-10-17,"West Richardhaven, Benin",4,5,Active,Remote,645419
766,EMP0000767,Andrew Weiss,IT,Software Engineer,2021-03-24,"West Stacybury, Bhutan",3,4,Active,Remote,1447797
767,EMP0000768,Ronald Martin,Marketing,Marketing Executive,2025-08-03,"Robbinsland, Brazil",2,0,Active,On-site,676337
768,EMP0000769,Matthew Bautista,Operations,Operations Executive,2012-02-14,"New Samuel, Israel",5,13,Active,On-site,500236
769,EMP0000770,Stephanie Hawkins,HR,HR Director,2018-03-21,"Jonesburgh, French Polynesia",2,7,Active,On-site,831530
770,EMP0000771,Jason Mathis,Operations,Operations Executive,2019-10-02,"North Duane, Solomon Islands",5,5,Resigned,On-site,1069920
771,EMP0000772,Barbara Moore,Operations,Operations Executive,2016-08-25,"West Tamara, Chile",5,8,Active,Remote,1035620
772,EMP0000773,Jose Pearson,Finance,Accountant,2024-04-07,"Jessicashire, Rwanda",2,1,Active,Remote,851141
773,EMP0000774,Christopher Hartman,HR,HR Executive,2018-05-28,"Patriciaborough, Turkey",4,7,Active,Remote,543914
774,EMP0000775,Teresa Collins,IT,Software Engineer,2017-11-15,"South Danielmouth, Argentina",5,7,Active,Remote,1066142
775,EMP0000776,Donald Davis,Operations,Operations Executive,2014-09-20,"Lake Rodney, Korea",4,10,Active,On-site,430179
776,EMP0000777,Thomas Williams,Operations,Logistics Coordinator,2023-07-12,"Shawnberg, Rwanda",3,2,Active,On-site,500328
777,EMP0000778,Glenda Small,Operations,Operations Executive,2018-11-19,"Lake Jennifer, French Guiana",4,6,Active,Remote,589051
778,EMP0000779,Daniel Bautista,IT,Data Analyst,2011-12-28,"West Joshuaport, Thailand",5,13,Active,On-site,1008456
779,EMP0000780,Stephen Torres,Operations,Logistics Coordinator,2019-02-25,"Gordonville, American Samoa",5,6,Active,On-site,838378
780,EMP0000781,Brian Sullivan,IT,Software Engineer,2017-10-04,"New John, Maldives",3,7,Active,On-site,1452777
781,EMP0000782,Susan Smith,HR,Talent Acquisition Specialist,2024-12-12,"Sheltonmouth, Angola",3,0,Resigned,On-site,1100874
782,EMP0000783,Kaylee Barnett,IT,DevOps Engineer,2022-01-02,"Jasonville, Italy",4,3,Active,On-site,403996
783,EMP0000784,Daniel Nichols,Marketing,SEO Specialist,2018-04-07,"West Sabrinaport, Latvia",3,7,Active,On-site,785365
784,EMP0000785,Barbara Robles,Marketing,SEO Specialist,2021-08-23,"Edwardsburgh, Belarus",2,3,Active,On-site,750686
785,EMP0000786,Dustin Davis,Marketing,Marketing Executive,2016-08-27,"Port Sean, Bermuda",3,8,Active,Remote,560614
786,EMP0000787,Cameron Moreno,IT,Software Engineer,2015-12-28,"South Michaeltown, Morocco",1,9,Resigned,Remote,1374701
787,EMP0000788,William Johnson,Sales,Business Development Manager,2016-07-08,"South Carolville, Maldives",5,9,Active,Remote,1478483
788,EMP0000789,William Burnett,Operations,Operations Executive,2025-07-08,"Laurahaven, British Virgin Islands",2,0,Active,Remote,1175136
789,EMP0000790,Tammy Swanson DDS,IT,Software Engineer,2015-12-16,"New Heather, Sri Lanka",2,9,Active,On-site,1596654
790,EMP0000791,Spencer Donaldson,Operations,Logistics Coordinator,2023-01-11,"Brownmouth, Ethiopia",2,2,Active,On-site,498860
791,EMP0000792,Dwayne Mcgee,R&D,Product Developer,2021-11-18,"New Teresafort, Ghana",2,3,Active,On-site,528548
792,EMP0000793,Adrian Henderson,Marketing,Marketing Executive,2017-09-03,"Sullivanmouth, Christmas Island",4,7,Terminated,On-site,1184943
793,EMP0000794,Sheila Walsh,HR,Talent Acquisition Specialist,2024-10-06,"Justinside, Somalia",2,0,Active,On-site,846526
794,EMP0000795,Bethany Velez,IT,Software Engineer,2013-05-05,"West Darius, Senegal",2,12,Retired,On-site,1031814
795,EMP0000796,Michael Hoffman DDS,IT,Software Engineer,2017-01-24,"South Ericport, Mongolia",4,8,Active,On-site,1782839
796,EMP0000797,Brandi Johnson,IT,IT Manager,2024-11-21,"North Timothy, Kiribati",3,0,Resigned,Remote,1937273
797,EMP0000798,Brooke Porter,IT,Software Engineer,2025-07-22,"Hannahburgh, United States of America",2,0,Active,On-site,1732209
798,EMP0000799,Scott Thompson,HR,HR Executive,2019-08-27,"South Andrew, Saint Lucia",4,5,Active,On-site,644695
799,EMP0000800,David Rodriguez,IT,IT Manager,2020-09-03,"North Christopherberg, Grenada",4,4,Resigned,On-site,2482486
800,EMP0000801,April Mcbride,IT,Software Engineer,2025-05-23,"South Ianmouth, India",1,0,Terminated,Remote,797258
801,EMP0000802,Chris Johns,Operations,Logistics Coordinator,2024-09-20,"Port Kathleenmouth, Hong Kong",4,0,Active,On-site,553929
802,EMP0000803,Julia Lynn,Marketing,Marketing Executive,2023-01-31,"New Stephenland, Azerbaijan",2,2,Active,On-site,605674
803,EMP0000804,Edwin Herrera,HR,HR Executive,2019-02-15,"Christopherchester, Malaysia",3,6,Active,Remote,394123
804,EMP0000805,Brianna Blake,Sales,Sales Executive,2025-03-23,"Lake Lawrence, Ghana",4,0,Active,On-site,703328
805,EMP0000806,Sandra Cook,Marketing,Content Strategist,2016-03-10,"Brittanyview, Mozambique",2,9,Active,On-site,576508
806,EMP0000807,Dakota Meyers,Marketing,Marketing Executive,2016-07-21,"North Amanda, South Georgia and the South Sandwich Islands",5,9,Active,On-site,562174
807,EMP0000808,Sabrina Bailey,Sales,Sales Executive,2022-02-23,"Port Mark, Uganda",5,3,Active,Remote,607882
808,EMP0000809,Tammy Fernandez,Sales,Sales Executive,2019-01-05,"Josephton, India",5,6,Active,On-site,665732
809,EMP0000810,Kenneth Foster,HR,Talent Acquisition Specialist,2020-01-11,"New Aliciaton, Niue",4,5,Active,Remote,690028
810,EMP0000811,Susan Strickland,IT,DevOps Engineer,2022-03-28,"New Calvinhaven, Madagascar",5,3,Active,Remote,1057267
811,EMP0000812,Johnny Best,IT,Software Engineer,2019-07-03,"North Barbaramouth, Latvia",1,6,Retired,Remote,745631
812,EMP0000813,Allison Morgan,IT,Software Engineer,2023-11-30,"Jonestown, Yemen",2,1,Resigned,On-site,1464704
813,EMP0000814,Jennifer Hopkins,IT,Software Engineer,2019-12-12,"East Kimberlyton, Bosnia and Herzegovina",1,5,Active,On-site,788619
814,EMP0000815,Alexander Rodriguez,Operations,Supply Chain Manager,2019-11-23,"East Jeffreyland, San Marino",2,5,Active,On-site,1063186
815,EMP0000816,Stephen Baker,Operations,Operations Director,2015-11-14,"Juarezfurt, Hungary",5,9,Active,Remote,987283
816,EMP0000817,Jennifer Jackson,IT,Software Engineer,2020-02-16,"Donaldburgh, Palestinian Territory",4,5,Active,On-site,988662
817,EMP0000818,Lisa Martin,R&D,Product Developer,2011-12-09,"Duranfort, Gambia",5,13,Retired,On-site,789950
818,EMP0000819,Angelica Scott,HR,HR Manager,2022-10-18,"Port Ryan, Thailand",1,2,Active,Remote,979090
819,EMP0000820,Rebecca George,Operations,Logistics Coordinator,2019-09-08,"Morganmouth, Montenegro",3,5,Resigned,On-site,451804
820,EMP0000821,Christopher Ho,Sales,Sales Executive,2023-08-14,"Alexanderton, Sweden",1,2,Active,On-site,465597
821,EMP0000822,Julian Monroe,Marketing,Marketing Executive,2023-01-26,"Leeton, Turks and Caicos Islands",5,2,Active,On-site,969685
822,EMP0000823,Richard Strong,IT,CTO,2021-05-11,"Virginiashire, Panama",3,4,Resigned,On-site,495041
823,EMP0000824,Kimberly Campbell,Finance,Accountant,2016-08-30,"Clarkside, Cocos (Keeling) Islands",3,8,Active,Remote,566674
824,EMP0000825,Michael Hogan,R&D,Lab Technician,2024-05-17,"Lake Anthonymouth, Liberia",4,1,Active,On-site,980579
825,EMP0000826,Jason Johnson,IT,Software Engineer,2017-05-24,"New Christopherfurt, Andorra",4,8,Retired,Remote,1098329
826,EMP0000827,Nicole Turner,R&D,Product Developer,2018-02-21,"New Jenniferburgh, United States Minor Outlying Islands",2,7,Active,On-site,1014898
827,EMP0000828,Rachael Johnson,Operations,Operations Executive,2020-03-28,"North Taylorberg, Denmark",1,5,Terminated,On-site,700864
828,EMP0000829,Robert Harris,IT,Data Analyst,2025-04-01,"Lake Leah, Congo",5,0,Retired,On-site,1192739
829,EMP0000830,Peter Hendrix,IT,Data Analyst,2018-02-19,"Erikaport, Turks and Caicos Islands",4,7,Active,On-site,633858
830,EMP0000831,Anthony Rice,Sales,Sales Executive,2023-01-30,"Wellsfurt, Spain",4,2,Active,Remote,696341
831,EMP0000832,Kristina Walker,HR,Talent Acquisition Specialist,2013-11-16,"Lisahaven, Costa Rica",1,11,Resigned,On-site,959524
832,EMP0000833,Joseph Rush,Marketing,SEO Specialist,2023-10-05,"West Marctown, Central African Republic",4,1,Active,On-site,698839
833,EMP0000834,William Travis,Sales,Sales Executive,2020-11-10,"New Tyronefurt, El Salvador",4,4,Active,On-site,845553
834,EMP0000835,Cathy Gonzalez,HR,HR Executive,2024-12-01,"Lake Williamport, Burundi",4,0,Active,Remote,413648
835,EMP0000836,Clayton Blake,Operations,Logistics Coordinator,2013-10-18,"Ellistown, Estonia",1,11,Active,On-site,744913
836,EMP0000837,Angela Simmons,IT,Data Analyst,2017-07-20,"Brittanymouth, New Zealand",2,8,Active,Remote,1148280
837,EMP0000838,Nicholas Page,Sales,Account Manager,2015-09-08,"North Jason, United States Virgin Islands",4,9,Resigned,On-site,1134700
838,EMP0000839,Krista English,Sales,Sales Executive,2015-12-25,"Annafort, Jamaica",1,9,Active,On-site,870735
839,EMP0000840,Thomas Roth,IT,Data Analyst,2018-05-01,"Audreymouth, Mexico",5,7,Active,On-site,526632
840,EMP0000841,Taylor Alvarado,Finance,Finance Manager,2014-07-24,"Weaverport, Central African Republic",1,11,Active,On-site,1862721
841,EMP0000842,Nathan Stevens,Finance,Accountant,2019-07-26,"West Theresa, Canada",2,6,Resigned,Remote,836800
842,EMP0000843,Daniel Gibson DVM,IT,Software Engineer,2024-05-27,"Carlsonmouth, Ireland",4,1,Active,Remote,1014383
843,EMP0000844,George Merritt,Sales,Account Manager,2016-11-26,"East Eric, Tokelau",5,8,Active,On-site,674847
844,EMP0000845,Daniel Clarke,Marketing,Marketing Executive,2020-11-08,"West Abigail, Mayotte",4,4,Active,On-site,754738
845,EMP0000846,Jay Chung,HR,HR Executive,2022-09-20,"Petersbury, Saint Martin",5,2,Active,Remote,784436
846,EMP0000847,Dr. Mathew Robles,HR,HR Director,2016-10-13,"Port Steven, Iran",4,8,Active,Remote,506103
847,EMP0000848,Brent Carr,IT,DevOps Engineer,2023-12-20,"South Rachaelmouth, Azerbaijan",3,1,Resigned,Remote,499862
848,EMP0000849,Dennis Richard,Sales,Business Development Manager,2019-11-01,"New Benjamin, Senegal",5,5,Active,Remote,1140463
849,EMP0000850,Glenn Franco,HR,HR Executive,2023-10-03,"West Josephborough, Liechtenstein",4,1,Resigned,On-site,588814
850,EMP0000851,Mason Lloyd,IT,Software Engineer,2012-04-02,"Brianmouth, Chad",2,13,Active,Remote,1534851
851,EMP0000852,Erika Tucker,IT,Software Engineer,2022-10-19,"South Dylanborough, Luxembourg",1,2,Resigned,On-site,1795765
852,EMP0000853,Anthony Brown,HR,HR Executive,2018-05-31,"Garciaberg, Dominican Republic",3,7,Active,On-site,759141
853,EMP0000854,Bonnie Kramer,Sales,Account Manager,2025-04-23,"West Zacharyside, North Macedonia",1,0,Active,Remote,525712
854,EMP0000855,Stephanie Preston,Marketing,Marketing Executive,2020-07-10,"North Johnathanville, Mayotte",5,5,Active,Remote,931430
855,EMP0000856,Tracy Kim,IT,DevOps Engineer,2019-08-20,"Tateberg, Slovenia",5,5,Active,Remote,1178243
856,EMP0000857,Maria Watson,Finance,Finance Manager,2011-02-22,"Robertfurt, Thailand",3,14,Active,On-site,1906527
857,EMP0000858,Amber Johnson,IT,Software Engineer,2025-03-11,"Lake Melinda, Papua New Guinea",5,0,Active,On-site,769298
858,EMP0000859,Rodney Copeland,IT,Software Engineer,2022-09-13,"New Dalemouth, Cocos (Keeling) Islands",4,2,Active,Remote,1254845
859,EMP0000860,Ann Johnson,HR,HR Executive,2024-11-08,"Deniseland, Martinique",3,0,Active,On-site,742452
860,EMP0000861,Anne Chavez,Operations,Logistics Coordinator,2025-07-06,"Lisaburgh, Palestinian Territory",4,0,Active,On-site,715783
861,EMP0000862,Isaiah Cook,Sales,Sales Director,2017-12-31,"North Stephaniemouth, El Salvador",1,7,Active,On-site,545593
862,EMP0000863,Michael Dunn,IT,Data Analyst,2018-11-16,"South David, Jordan",3,6,Active,On-site,1123836
863,EMP0000864,Scott Hernandez,IT,Data Analyst,2022-12-24,"New Stephanieville, Turkey",5,2,Active,On-site,932039
864,EMP0000865,Evelyn Lee,Sales,Sales Executive,2021-10-05,"Rachelfort, Turkmenistan",4,3,Active,On-site,599395
865,EMP0000866,Lori Brown,IT,Software Engineer,2025-06-07,"New Miketon, Korea",4,0,Active,Remote,938051
866,EMP0000867,Brandon Bernard,HR,HR Director,2025-06-17,"Williamburgh, Togo",1,0,Active,On-site,747061
867,EMP0000868,Nicole Robertson,Marketing,Marketing Executive,2017-07-23,"Port Josephberg, Norway",4,8,Active,On-site,453021
868,EMP0000869,Dustin Owens,IT,DevOps Engineer,2021-05-03,"Rosefurt, Uganda",5,4,Resigned,On-site,1081619
869,EMP0000870,David Rose,Operations,Logistics Coordinator,2023-11-14,"Port Lindafort, Andorra",2,1,Resigned,On-site,839537
870,EMP0000871,Marcus Oliver,IT,Data Analyst,2021-08-18,"Joshuaberg, Bouvet Island (Bouvetoya)",5,3,Active,Remote,820415
871,EMP0000872,Timothy Coleman,Operations,Operations Executive,2018-11-05,"Austinfort, Panama",3,6,Active,Remote,1183997
872,EMP0000873,Rhonda Spears,Marketing,SEO Specialist,2020-01-07,"Cristinaville, Dominican Republic",2,5,Terminated,On-site,419237
